"","Course Name","Instructor","Section","Course Title","CRN","Subject","Enrollment","Responses","Declines","Department","Number","Course Related Questions Course","Course Related Questions Department","Course Related Questions University","Learning Related Questions Course","Learning Related Questions Department","Learning Related Questions University","Instructor Related Questions Course","Instructor Related Questions Department","Instructor Related Questions University","Instructor Effectiveness Course","Instructor Effectiveness Department","Instructor Effectiveness University","Syllabus Helped Course","Syllabus Helped Department","Syllabus Helped University","Textbook Helped Course","Textbook Helped Department","Textbook Helped University","Online Helped Course","Online Helped Department","Online Helped University","Assignments Helped Course","Assignments Helped Department","Assignments Helped University","Lectures Helped Course","Lectures Helped Department","Lectures Helped University","Inclass Helped Course","Inclass Helped Department","Inclass Helped University","Classroom Technology Helped Course","Classroom Technology Helped Department","Classroom Technology Helped University","Course Was Intellectual Course","Course Was Intellectual Department","Course Was Intellectual University","Learned a Lot Course","Learned a Lot Department","Learned a Lot University","Learned Concepts And Principles Course","Learned Concepts And Principles Department","Learned Concepts And Principles University","Developed Skills Expressing Course","Developed Skills Expressing Department","Developed Skills Expressing University","Learned Analyze and Evaluate Course","Learned Analyze and Evaluate Department","Learned Analyze and Evaluate University","Instructor Communication Skills Course","Instructor Communication Skills Department","Instructor Communication Skills University","Instructor Communicated Course","Instructor Communicated Department","Instructor Communicated University","Instructor Stated Objectives Course","Instructor Stated Objectives Department","Instructor Stated Objectives University","Instructor Covered Stated Course","Instructor Covered Stated Department","Instructor Covered Stated University","Instructor Prepared Course","Instructor Prepared Department","Instructor Prepared University","Instructor Used Class Time Well Course","Instructor Used Class Time Well Department","Instructor Used Class Time Well University","Instructor Provided Feedback Course","Instructor Provided Feedback Department","Instructor Provided Feedback University","Instructor Fairly Evaluated Performance Course","Instructor Fairly Evaluated Performance Department","Instructor Fairly Evaluated Performance University","Would Recommend Course","Would Recommend Department","Would Recommend University","Respected Students Course","Respected Students Department","Respected Students University","Instructor Took Effective Action Course","Instructor Took Effective Action Department","Instructor Took Effective Action University","Instructor Available Outside of Class Course","Instructor Available Outside of Class Department","Instructor Available Outside of Class University","Instructor Displayed Enthusiasm Course","Instructor Displayed Enthusiasm Department","Instructor Displayed Enthusiasm University","Instructor Overall Course","Instructor Overall Department","Instructor Overall University","Spent 1-4 Hours","Spent 5-8 Hours","Spent 9-12 Hours","Spent 13-16 Hours","Spent 17-20 Hours"
"27","Principles of Macroeconomics (201640: Summer 1 2016)","Tirgil, Abdullah","02","Principles of Macroeconomics","40581","ECON","38","12","1","Economics","1115","2.9","2.8","2.7","2.5","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","3.1","3.4","3.5","2.9","2.1","2.3","2.7","3.2","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","2.7","3.1","2.6","2.8","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","2.5","2.5","3.0","3.0","2.5","2.2","2.9","3.4","2.2","3.2","2.3","3.3","2.7","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","2.5","4.1","4.4","18",NA,"55",NA,"18"
"28","Principles of Macroeconomics (201640: Summer 1 2016)","Fister, Joanna","03","Principles of Macroeconomics","41412","ECON","25","13","0","Economics","1115","4.2","4.3","4.7","4.7","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","4.2","3.6","4.1","4.3","4.6","4.5","4.3","4.3","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.4","4.5","4.2","4.2","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.7","4.6","4.7","4.7","4.8","4.8","4.5","4.6","4.5","4.7","4.7","4.7","4.8","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.7","4.1","4.4",NA,"23","77",NA,NA
"29","Principles of Microeconomics (201640: Summer 1 2016)","Batkeyev, Birzhan","01","Principles of Microeconomics","40066","ECON","34","21","0","Economics","1116","3.9","4.0","4.3","4.4","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","4.0","4.0","4.0","4.0","4.1","3.8","3.8","3.9","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.1","4.1","3.7","4.0","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.3","4.3","4.3","4.4","4.5","4.3","4.0","4.3","4.0","4.4","4.1","4.3","4.2","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.4","4.1","4.4",NA,"29","38",NA,"29"
"30","Principles of Microeconomics (201640: Summer 1 2016)","Casso Dominguez, Carlos","02","Principles of Microeconomics","40582","ECON","30","12","0","Economics","1116","4.0","4.3","4.3","4.5","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","3.4","3.2","4.5","4.2","4.1","4.3","4.2","4.1","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.6","4.3","4.2","4.3","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.4","4.2","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.4","4.3","4.3","4.5","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.5","4.1","4.4",NA,"42",NA,"42",NA
"31","Principles of Microeconomics (201640: Summer 1 2016)","Porter, Gerald","03","Principles of Microeconomics","40637","ECON","13","5","0","Economics","1116","4.2","4.5","4.6","4.8","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","3.0","4.5","4.8","3.7","4.8","4.8","5.0","3.5","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.5","4.8","4.3","4.3","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.5","4.3","4.3","4.3","4.5","5.0","4.5","4.8","4.8","4.8","5.0","4.5","5.0","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.8","4.1","4.4","25",NA,"50","25",NA
"32","Development Economics (201640: Summer 1 2016)","Lausev Nikolic, Jelena","01","Development Economics","40707","ECON","31","26","0","Economics","1291","4.2","4.3","4.6","4.5","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","4.0","4.2","4.7","4.1","4.2","4.1","4.3","4.0","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.4","4.5","4.0","4.2","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.6","4.7","4.6","4.7","4.8","4.4","4.3","4.7","4.4","4.8","4.6","4.6","4.7","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.5","4.1","4.4","31",NA,"38","19",NA
"33","Macroeconomic Theory (201640: Summer 1 2016)","Kimelman, Nancy","01","Macroeconomic Theory","40708","ECON","12","6","0","Economics","2315","3.9","3.9","3.7","3.7","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","3.3","4.5","3.8","3.5","3.8","4.0","4.0","4.2","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","3.8","4.0","3.8","3.8","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.0","3.8","4.0","4.0","3.8","3.5","3.2","3.8","3.3","3.8","3.8","3.2","4.0","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","3.7","4.1","4.4",NA,"17","83",NA,NA
"34","Macroeconomic Theory (201640: Summer 1 2016)","Kimelman, Nancy","02","Macroeconomic Theory","41150","ECON","41","13","1","Economics","2315","4.0","4.1","4.4","4.6","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","3.6","3.9","4.0","3.8","4.6","4.2","4.0","4.2","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.2","4.5","3.8","4.1","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.8","4.6","4.5","4.4","4.2","4.0","3.9","4.5","4.4","4.5","4.4","4.3","4.6","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.6","4.1","4.4","9","45","27","18",NA
"35","Microeconomic Theory (201640: Summer 1 2016)","Porter, Gerald","02","Microeconomic Theory","41261","ECON","35","12","1","Economics","2316","4.2","4.3","4.4","4.4","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","3.5","3.5","4.3","4.0","4.5","4.6","4.5","4.5","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.4","4.5","4.0","4.5","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.5","4.4","4.2","4.1","4.5","4.2","4.4","4.3","4.3","4.3","4.5","4.8","4.9","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.4","4.1","4.4","9","45","18","18","9"
"36","Economics of Human Capital (201640: Summer 1 2016)","Pritchard, Robert","01","Economics of Human Capital","40584","ECON","39","10","0","Economics","3414","4.0","4.1","4.2","4.2","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","4.2","3.7","4.3","3.9","3.9","4.1","3.8","3.9","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.2","4.1","4.1","4.0","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.4","4.1","4.1","4.4","4.1","4.0","4.0","3.9","4.1","4.3","4.1","4.5","4.6","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.2","4.1","4.4",NA,"44",NA,"11","33"
"37","Environmental Economics (201640: Summer 1 2016)","Bakkal, Ilter","01","Environmental Economics","41151","ECON","14","5","0","Economics","3423","4.1","4.4","4.0","3.8","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","4.0","4.6","4.2","4.0","3.8","4.2","3.6","4.2","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.2","4.6","4.2","4.6","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.0","3.4","3.8","4.4","4.2","3.5","3.6","3.6","3.4","4.8","4.4","4.2","4.6","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","3.8","4.1","4.4",NA,NA,NA,"80",NA
"38","Law and Economics (201640: Summer 1 2016)","Pritchard, Robert","01","Law and Economics","40585","ECON","38","11","0","Economics","3424","3.5","4.0","3.6","3.3","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","3.8","3.8","3.5","3.6","3.2","3.4","3.2","3.6","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","3.9","4.0","3.8","4.1","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","3.3","3.2","3.3","3.7","3.4","3.4","3.4","3.6","3.6","4.0","3.7","3.9","4.3","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","3.3","4.1","4.4",NA,"30",NA,"40","20"
"39","Money and Banking (201640: Summer 1 2016)","Bakkal, Ilter","01","Money and Banking","40710","ECON","16","6","0","Economics","3442","3.8","3.9","3.9","3.5","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","3.2","4.2","3.7","3.5","3.8","4.2","3.3","4.3","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.2","4.0","3.8","3.7","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.2","3.5","3.8","4.3","4.5","4.3","3.2","3.7","3.7","4.2","3.5","4.2","4.2","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","3.5","4.1","4.4","17","17","33","33",NA
"40","Managerial Economics (201640: Summer 1 2016)","Rife, Gary","01","Managerial Economics","41152","ECON","20","10","0","Economics","3460","3.8","3.9","4.0","3.7","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","4.1","4.2","3.7","4.1","3.6","3.6","3.7","3.6","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","3.9","4.0","3.9","3.9","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","3.9","3.8","4.3","4.2","4.4","4.1","3.9","4.1","3.8","4.5","4.1","3.9","3.6","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","3.7","4.1","4.4","10","40","40","10",NA
"41","Mathematics for Economics (201640: Summer 1 2016)","Vicentini, Gustavo","01","Mathematics for Economics","41153","ECON","14","5","1","Economics","4653","4.5","4.0","4.2","4.0","3.9","4.0","4.2","4.1","4.2","4.2","4.4","4.4","4.0","4.0","4.8","5.0","4.8","5.0","5.0","4.0","3.8","3.9","4.1","3.9","4.0","4.0","3.9","4.0","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.0","4.0","4.0","4.0","4.1","4.2","3.8","4.0","4.3","4.3","4.0","4.2","4.3","4.0","4.0","5.0","4.5","4.0","4.0","4.0","4.0","4.0","4.0","5.0","4.0","4.2","4.0","4.2","4.3","4.3","4.1","3.9","4.2","4.0","4.4","4.1","4.3","4.3","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.0","4.1","4.4","25","25","25","25",NA
"42","Embedded Des Enabling Robotics (201640: Summer 1 2016)","Kimani, John","01","Embedded Des Enabling Robotics","40776","EECE","26","9","0","Electrical and Comp Engineerng","2160","3.9","3.6","4.0","4.1","4.2","4.1","4.4","4.4","4.2","4.2","4.4","4.4","3.6","2.9","4.2","3.9","3.7","4.0","4.4","4.4","4.0","3.8","4.2","4.4","4.3","4.3","4.2","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.2","3.9","2.9","3.3","4.3","4.3","3.8","4.1","4.3","4.3","4.0","4.2","4.1","3.9","4.0","4.1","4.2","4.1","3.8","4.0","3.4","4.4","3.3","4.6","4.1","4.5","4.4","4.4","4.5","4.5","4.5","4.2","4.4","4.3","4.6","4.3","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.1","4.4","4.4",NA,NA,"67","22",NA
"43","Lab for EECE 2160 (201640: Summer 1 2016)","Kimani, John","01","Lab for EECE 2160","40777","EECE","26","9","2","Electrical and Comp Engineerng","2161","3.9","3.8","3.8","3.7","4.2","4.1","4.4","4.4","4.2","4.2","4.4","4.4","4.3","3.0","3.9","3.9","3.2","4.0","4.3","4.3","4.0","3.8","4.2","4.4","4.3","4.3","4.2","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.2","4.1","3.0","3.6","4.3","4.3","3.8","4.1","4.3","4.3","4.0","4.2","4.0","3.7","3.9","4.0","4.0","3.9","3.7","3.9","3.3","4.0","3.0","4.3","3.9","4.5","4.4","4.4","4.5","4.5","4.5","4.2","4.4","4.3","4.6","4.3","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","3.7","4.4","4.4","14",NA,"29","14","43"
"44","VLSI Design (201640: Summer 1 2016)","Kim, Yong-Bin","01","VLSI Design","41133","EECE","16","5","0","Electrical and Comp Engineerng","4524","3.7","4.2","4.0","3.8","4.2","4.1","4.4","4.4","4.2","4.2","4.4","4.4","4.0","3.2","3.4","3.4","4.4","4.0","3.6","4.0","4.0","3.8","4.2","4.4","4.3","4.3","4.2","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.2","4.2","4.0","4.3","4.3","4.3","3.8","4.1","4.3","4.3","4.0","4.2","4.2","3.8","3.8","4.0","4.6","4.2","3.4","4.0","3.8","4.0","4.0","3.6","4.4","4.5","4.4","4.4","4.5","4.5","4.5","4.2","4.4","4.3","4.6","4.3","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","3.8","4.4","4.4","20","20","20","40",NA
"45","Adv Engineering Algorithms (201640: Summer 1 2016)","Meleis, Waleed","01","Adv Engineering Algorithms","40809","EECE","27","26","1","Electrical and Comp Engineerng","4542","4.4","4.4","4.8","4.8","4.2","4.1","4.4","4.4","4.2","4.2","4.4","4.4","4.0","3.4","4.5","4.8","5.0","4.9","4.2","4.2","4.0","3.8","4.2","4.4","4.3","4.3","4.2","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.8","4.8","3.5","4.2","4.3","4.3","3.8","4.1","4.3","4.3","4.0","4.2","4.8","4.8","4.7","4.8","4.8","4.8","4.6","4.7","4.9","4.8","4.8","4.7","4.8","4.5","4.4","4.4","4.5","4.5","4.5","4.2","4.4","4.3","4.6","4.3","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.8","4.4","4.4",NA,"12","52","24","12"
"46","Communications Systems (201640: Summer 1 2016)","Salehi, Masoud","01","Communications Systems","40073","EECE","45","19","1","Electrical and Comp Engineerng","4572","4.5","4.4","4.7","4.7","4.2","4.1","4.4","4.4","4.2","4.2","4.4","4.4","4.3","4.5","4.5","4.6","4.5","4.3","4.2","4.8","4.0","3.8","4.2","4.4","4.3","4.3","4.2","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.5","4.6","4.1","4.2","4.3","4.3","3.8","4.1","4.3","4.3","4.0","4.2","4.8","4.7","4.6","4.8","4.8","4.8","4.3","4.5","4.7","4.9","4.7","4.7","4.8","4.5","4.4","4.4","4.5","4.5","4.5","4.2","4.4","4.3","4.6","4.3","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.7","4.4","4.4","6","11","28","44","11"
"47","Numerical Methods  Comp Apps (201640: Summer 1 2016)","Biswas, Anjum","01","Numerical Methods  Comp Apps","41293","EECE","18","9","0","Electrical and Comp Engineerng","4694","4.1","3.9","4.4","4.2","4.2","4.1","4.4","4.4","4.2","4.2","4.4","4.4","3.9","4.2","4.1","4.1","4.2","4.2","4.3","3.9","4.0","3.8","4.2","4.4","4.3","4.3","4.2","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","3.9","4.2","3.6","4.0","4.3","4.3","3.8","4.1","4.3","4.3","4.0","4.2","4.3","4.6","4.2","4.6","4.4","4.1","4.1","4.1","4.1","4.7","4.4","4.4","4.4","4.5","4.4","4.4","4.5","4.5","4.5","4.2","4.4","4.3","4.6","4.3","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.2","4.4","4.4",NA,"22","44","33",NA
"48","ECE Capstone 1 (201640: Summer 1 2016)","Salehi, Masoud","01","ECE Capstone 1","40072","EECE","29","12","2","Electrical and Comp Engineerng","4790","4.2","4.2","4.2","4.2","4.2","4.1","4.4","4.4","4.2","4.2","4.4","4.4","3.6","4.3","4.1","4.6","4.5","4.5","4.0","4.3","4.0","3.8","4.2","4.4","4.3","4.3","4.2","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.4","3.8","4.2","4.3","4.3","4.3","3.8","4.1","4.3","4.3","4.0","4.2","4.5","4.2","4.1","4.1","4.3","4.4","3.8","4.4","4.2","4.4","3.9","4.1","4.0","4.5","4.4","4.4","4.5","4.5","4.5","4.2","4.4","4.3","4.6","4.3","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.2","4.4","4.4",NA,"30","20","30","20"
"49","ECE Capstone 1 (201640: Summer 1 2016)","Meleis, Waleed","02","ECE Capstone 1","40071","EECE","24","24","1","Electrical and Comp Engineerng","4790","4.1","4.2","4.4","4.3","4.2","4.1","4.4","4.4","4.2","4.2","4.4","4.4","4.0","4.0","4.3","4.3","3.7","4.1","4.1","4.1","4.0","3.8","4.2","4.4","4.3","4.3","4.2","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.1","4.2","4.0","4.3","4.3","4.3","3.8","4.1","4.3","4.3","4.0","4.2","4.4","4.3","4.4","4.4","4.3","4.3","4.4","4.4","4.3","4.4","4.5","4.5","4.5","4.5","4.4","4.4","4.5","4.5","4.5","4.2","4.4","4.3","4.6","4.3","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.3","4.4","4.4","9","39","26","17","9"
"50","ECE Capstone 1 (201640: Summer 1 2016)","Salehi, Masoud","04","ECE Capstone 1","40029","EECE","29","12","2","Electrical and Comp Engineerng","4790","4.2","4.2","4.2","4.2","4.2","4.1","4.4","4.4","4.2","4.2","4.4","4.4","3.6","4.3","4.1","4.6","4.5","4.5","4.0","4.3","4.0","3.8","4.2","4.4","4.3","4.3","4.2","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.4","3.8","4.2","4.3","4.3","4.3","3.8","4.1","4.3","4.3","4.0","4.2","4.5","4.2","4.1","4.1","4.3","4.4","3.8","4.4","4.2","4.4","3.9","4.1","4.0","4.5","4.4","4.4","4.5","4.5","4.5","4.2","4.4","4.3","4.6","4.3","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.2","4.4","4.4",NA,"30","20","30","20"
"51","ECE Capstone 1 (201640: Summer 1 2016)","Shafai, Bahram","05","ECE Capstone 1","40774","EECE","29","10","1","Electrical and Comp Engineerng","4790","4.0","4.0","4.7","4.6","4.2","4.1","4.4","4.4","4.2","4.2","4.4","4.4","4.3","4.0","4.0","4.1","4.0","3.8","4.0","4.0","4.0","3.8","4.2","4.4","4.3","4.3","4.2","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","3.7","4.2","4.0","4.0","4.3","4.3","3.8","4.1","4.3","4.3","4.0","4.2","4.7","4.7","4.7","4.8","4.7","4.7","4.6","4.7","4.6","4.9","4.7","4.7","4.9","4.5","4.4","4.4","4.5","4.5","4.5","4.2","4.4","4.3","4.6","4.3","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.6","4.4","4.4","43",NA,NA,"43",NA
"52","ECE Capstone 1 (201640: Summer 1 2016)","Shafai, Bahram","06","ECE Capstone 1","40775","EECE","29","10","1","Electrical and Comp Engineerng","4790","4.0","4.0","4.7","4.6","4.2","4.1","4.4","4.4","4.2","4.2","4.4","4.4","4.3","4.0","4.0","4.1","4.0","3.8","4.0","4.0","4.0","3.8","4.2","4.4","4.3","4.3","4.2","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","3.7","4.2","4.0","4.0","4.3","4.3","3.8","4.1","4.3","4.3","4.0","4.2","4.7","4.7","4.7","4.8","4.7","4.7","4.6","4.7","4.6","4.9","4.7","4.7","4.9","4.5","4.4","4.4","4.5","4.5","4.5","4.2","4.4","4.3","4.6","4.3","4.5","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","4.6","4.4","4.4","43",NA,NA,"43",NA
"53","Beginning Scuba (201640: Summer 1 2016)","Estabrook, James","01","Beginning Scuba","41172","EEMB","8","4","0","Marine  Environment Sciences","1145","4.5","5.0","5.0","5.0","4.4","4.4","4.8","4.8","4.2","4.2","4.4","4.4","4.7","4.8","3.0","4.3","4.8","5.0","4.8","3.3","4.3","4.4","4.6","4.2","4.6","4.5","4.5","3.8","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","5.0","5.0","5.0","5.0","4.7","4.4","4.1","4.1","4.3","4.3","4.0","4.2","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","4.8","4.7","4.8","4.8","4.9","4.8","4.7","4.7","4.7","4.9","4.7","4.8","4.8","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","5.0","4.8","4.4","100",NA,NA,NA,NA
"54","Engineering Project Management (201640: Summer 1 2016)","Palikhe, Himlona","01","Engineering Project Management","41285","EMGT","14","8","0","Mech  Industrial Engineering","5220","3.6","3.7","4.0","3.8","4.2","4.3","4.4","4.5","4.2","4.2","4.4","4.4","4.1","4.3","4.1","4.3","2.5","2.9","3.0","3.3","4.0","4.0","4.3","4.4","4.2","4.1","4.0","4.3","4.1","4.0","4.3","4.3","4.3","4.2","4.1","4.1","4.3","3.8","3.4","3.2","4.5","4.4","4.0","4.2","4.3","4.3","4.0","4.2","4.0","3.6","4.1","4.1","4.1","3.5","3.9","4.4","3.5","4.5","4.3","4.1","3.4","4.5","4.4","4.4","4.5","4.5","4.3","4.2","4.4","4.3","4.5","4.3","4.4","4.5","4.5","4.3","4.4","4.5","4.5","4.4","4.2","4.3","4.3","4.5","4.4","4.4","4.5","3.8","4.5","4.4","13",NA,"75","13",NA
